name,source,collection_date,satellite_number,classification,launch_year,launch_number,launch_piece,epoch_year,epoch_day,inclination_deg,right_ascension_deg,eccentricity,argument_of_perigee_deg,mean_anomaly_deg,mean_motion,orbital_period_minutes,approximate_altitude_km,mean_motion_derivative,mean_motion_second_derivative,drag_term,element_set_number,revolution_number,line1,line2,category
ISS (ZARYA),celestrak_stations,2025-07-29T17:08:37.399793,25544,U,1998,67,A,2025,210.88923082,51.636,95.419,0.0002167,129.1276,319.5356,15.50207453,92.89079324275446,0,0.00012694,0.0,0.0022837,999,52178,1 25544U 98067A   25210.88923082  .00012694  00000+0  22837-3 0  9996,2 25544  51.6360  95.4190 0002167 129.1276 319.5356 15.50207453521782,important
ISS (NAUKA),celestrak_stations,2025-07-29T17:08:37.399831,49044,U,2021,66,A,2025,210.4865847,51.6344,97.4197,0.0001945,130.2872,229.8287,15.50196064,92.89147569400615,0,0.00012831,0.0,0.0023083,999,22767,1 49044U 21066A   25210.48658470  .00012831  00000+0  23083-3 0  9991,2 49044  51.6344  97.4197 0001945 130.2872 229.8287 15.50196064227674,important
CREW DRAGON 10,celestrak_stations,2025-07-29T17:08:37.399880,63204,U,2025,49,A,2025,210.4865847,51.6344,97.4197,0.0001945,130.2872,229.8287,15.50196064,92.89147569400615,0,0.00012831,0.0,0.0023083,999,2103,1 63204U 25049A   25210.48658470  .00012831  00000+0  23083-3 0  9990,2 63204  51.6344  97.4197 0001945 130.2872 229.8287 15.50196064 21030,important
ISS (ZARYA),celestrak_active,2025-07-29T17:08:40.652123,25544,U,1998,67,A,2025,210.88923082,51.636,95.419,0.0002167,129.1276,319.5356,15.50207453,92.89079324275446,0,0.00012694,0.0,0.0022837,999,52178,1 25544U 98067A   25210.88923082  .00012694  00000+0  22837-3 0  9996,2 25544  51.6360  95.4190 0002167 129.1276 319.5356 15.50207453521782,important
SWISSCUBE,celestrak_active,2025-07-29T17:08:40.653561,35932,U,2009,51,B,2025,210.47573992,98.4241,107.6352,0.0007788,129.0472,231.1423,14.61431496,98.5335271575398,0,1.062e-05,0.0,0.0022448000000000004,999,84200,1 35932U 09051B   25210.47573992  .00001062  00000+0  22448-3 0  9994,2 35932  98.4241 107.6352 0007788 129.0472 231.1423 14.61431496842000,important
LANDSAT 8,celestrak_active,2025-07-29T17:08:40.654790,39084,U,2013,8,A,2025,210.55310804,98.2235,280.5057,0.0001241,89.8791,270.255,14.57113045,98.82555131472314,0,3.67e-06,0.0,0.00091482,999,65091,1 39084U 13008A   25210.55310804  .00000367  00000+0  91482-4 0  9995,2 39084  98.2235 280.5057 0001241  89.8791 270.2550 14.57113045650915,important
FALCONSAT-6,celestrak_active,2025-07-29T17:08:40.659381,43815,U,2018,99,BK,2025,210.3763058,97.4874,284.7423,0.0017372,7.2195,121.4302,15.23513212,94.5183795360483,0,2.291e-05,0.0,0.00098663,999,36451,1 43815U 18099BK  25210.37630580  .00002291  00000+0  98663-4 0  9999,2 43815  97.4874 284.7423 0017372   7.2195 121.4302 15.23513212364513,important
STARLINK-1008,celestrak_active,2025-07-29T17:08:40.660065,44714,U,2019,74,B,2025,210.44760378,53.0548,108.7931,0.0001134,84.0068,276.1051,15.06408417,95.59160608434121,0,3.014e-05,0.0,0.0022109,999,31510,1 44714U 19074B   25210.44760378  .00003014  00000+0  22109-3 0  9994,2 44714  53.0548 108.7931 0001134  84.0068 276.1051 15.06408417315109,important
STARLINK-1010,celestrak_active,2025-07-29T17:08:40.660070,44716,U,2019,74,D,2025,210.37841901,53.0529,82.8298,0.0002789,189.7624,170.3335,15.62541077,92.15757724364772,0,0.00138542,0.0,0.015055,999,31544,1 44716U 19074D   25210.37841901  .00138542  00000+0  15055-2 0  9996,2 44716  53.0529  82.8298 0002789 189.7624 170.3335 15.62541077315445,important
STARLINK-1011,celestrak_active,2025-07-29T17:08:40.660076,44717,U,2019,74,E,2025,209.92152758,53.0535,131.1446,0.0003762,36.8675,323.2573,15.07628546,95.51424346670602,0,0.00282993,0.0,0.17672000000000002,999,31474,1 44717U 19074E   25209.92152758  .00282993  00000+0  17672-1 0  9997,2 44717  53.0535 131.1446 0003762  36.8675 323.2573 15.07628546314747,important
STARLINK-1012,celestrak_active,2025-07-29T17:08:40.660081,44718,U,2019,74,F,2025,210.42549263,53.0549,108.8933,0.0001344,88.7275,271.3868,15.06403543,95.59191537297121,0,2.332e-05,0.0,0.0017537000000000002,999,31509,1 44718U 19074F   25210.42549263  .00002332  00000+0  17537-3 0  9995,2 44718  53.0549 108.8933 0001344  88.7275 271.3868 15.06403543315097,important
STARLINK-1013,celestrak_active,2025-07-29T17:08:40.660086,44719,U,2019,74,G,2025,210.58335648,53.0442,69.0668,0.0004232,101.9843,247.0319,15.89036489,90.62095238015645,0,0.00238039,0.0,0.0079494,999,31583,1 44719U 19074G   25210.58335648  .00238039  00000+0  79494-3 0  9998,2 44719  53.0442  69.0668 0004232 101.9843 247.0319 15.89036489315836,important
STARLINK-1015,celestrak_active,2025-07-29T17:08:40.660091,44721,U,2019,74,J,2025,210.58335648,53.0512,75.155,0.0007284,101.3595,120.6554,15.73747242,91.50135177806399,0,0.00173446,0.0,0.011851,999,31574,1 44721U 19074J   25210.58335648  .00173446  00000+0  11851-2 0  9993,2 44721  53.0512  75.1550 0007284 101.3595 120.6554 15.73747242315749,important
STARLINK-1017,celestrak_active,2025-07-29T17:08:40.660097,44723,U,2019,74,L,2025,210.42503341,53.0539,108.5436,0.0003183,89.25,270.8854,15.08339,95.46925459064573,0,0.00010708,0.0,0.0069923,999,31510,1 44723U 19074L   25210.42503341  .00010708  00000+0  69923-3 0  9990,2 44723  53.0539 108.5436 0003183  89.2500 270.8854 15.08339000315106,important
STARLINK-1019,celestrak_active,2025-07-29T17:08:40.660102,44724,U,2019,74,M,2025,210.42180838,53.0554,108.907,0.0001486,89.1705,270.9454,15.06404581,95.59184950460529,0,-3.75e-06,0.0,-6.2494e-05,999,31509,1 44724U 19074M   25210.42180838 -.00000375  00000+0 -62494-5 0  9992,2 44724  53.0554 108.9070 0001486  89.1705 270.9454 15.06404581315092,important
STARLINK-1020,celestrak_active,2025-07-29T17:08:40.660108,44725,U,2019,74,N,2025,210.49368725,53.0551,128.5873,0.0001432,86.0623,274.053,15.06397467,95.59230093952355,0,-4.5e-07,0.0,0.00015845,999,31482,1 44725U 19074N   25210.49368725 -.00000045  00000+0  15845-4 0  9993,2 44725  53.0551 128.5873 0001432  86.0623 274.0530 15.06397467314829,important
STARLINK-1021,celestrak_active,2025-07-29T17:08:40.660113,44726,U,2019,74,P,2025,210.58335648,53.0477,79.1606,0.0008631,103.9934,14.3606,15.69973007,91.72132218703808,0,0.00187911,0.0,0.015019000000000001,999,31569,1 44726U 19074P   25210.58335648  .00187911  00000+0  15019-2 0  9990,2 44726  53.0477  79.1606 0008631 103.9934  14.3606 15.69973007315698,important
STARLINK-1029,celestrak_active,2025-07-29T17:08:40.660120,44734,U,2019,74,X,2025,210.58335648,53.0574,1.2489,0.0006032,270.9356,200.5721,15.66881597,91.90228558156969,0,0.00167825,0.0,0.01528,999,601,1 44734U 19074X   25210.58335648  .00167825  00000+0  15280-2 0  9991,2 44734  53.0574   1.2489 0006032 270.9356 200.5721 15.66881597  6015,important
STARLINK-1030,celestrak_active,2025-07-29T17:08:40.660125,44735,U,2019,74,Y,2025,210.58335648,53.0462,98.9611,0.0007314,90.2135,62.5469,15.76865763,91.32039224825252,0,0.00161141,0.0,0.0096273,999,603,1 44735U 19074Y   25210.58335648  .00161141  00000+0  96273-3 0  9999,2 44735  53.0462  98.9611 0007314  90.2135  62.5469 15.76865763  6039,important
STARLINK-1031,celestrak_active,2025-07-29T17:08:40.660131,44736,U,2019,74,Z,2025,210.15951048,53.0568,120.1687,0.0005074,70.122,290.0326,15.30514502,94.08600820954521,0,0.00045177,0.0,0.015129,999,31492,1 44736U 19074Z   25210.15951048  .00045177  00000+0  15129-2 0  9991,2 44736  53.0568 120.1687 0005074  70.1220 290.0326 15.30514502314923,important
STARLINK-1036,celestrak_active,2025-07-29T17:08:40.660136,44741,U,2019,74,AE,2025,210.19142881,53.0547,129.9435,0.0001317,92.831,267.2829,15.06405409,95.59179696227444,0,1.58e-05,0.0,0.0012494000000000001,999,31478,1 44741U 19074AE  25210.19142881  .00001580  00000+0  12494-3 0  9991,2 44741  53.0547 129.9435 0001317  92.8310 267.2829 15.06405409314787,important
STARLINK-1039,celestrak_active,2025-07-29T17:08:40.660142,44744,U,2019,74,AH,2025,210.24996584,53.0536,149.6553,0.0002471,106.241,253.8852,15.06949057,95.5573111984767,0,0.00027152,0.0,0.018077000000000003,999,31451,1 44744U 19074AH  25210.24996584  .00027152  00000+0  18077-2 0  9992,2 44744  53.0536 149.6553 0002471 106.2410 253.8852 15.06949057314511,important
STARLINK-1042,celestrak_active,2025-07-29T17:08:40.660147,44747,U,2019,74,AL,2025,210.34702744,53.0489,77.0785,0.0003197,149.7124,210.4064,15.39187839,93.55583272640449,0,0.00012999,0.0,0.0033910999999999998,999,31556,1 44747U 19074AL  25210.34702744  .00012999  00000+0  33911-3 0  9997,2 44747  53.0489  77.0785 0003197 149.7124 210.4064 15.39187839315560,important
STARLINK-1043,celestrak_active,2025-07-29T17:08:40.660153,44748,U,2019,74,AM,2025,210.56187075,53.0547,148.2781,0.0001222,90.1039,270.009,15.06397931,95.59227149522684,0,1.038e-05,0.0,0.0008859600000000001,999,31456,1 44748U 19074AM  25210.56187075  .00001038  00000+0  88596-4 0  9998,2 44748  53.0547 148.2781 0001222  90.1039 270.0090 15.06397931314564,important
STARLINK-1046,celestrak_active,2025-07-29T17:08:40.660159,44751,U,2019,74,AQ,2025,210.24487873,53.0549,149.7039,0.0001387,87.2747,272.8401,15.06400857,95.59208581889435,0,1.165e-05,0.0,0.0009708500000000001,999,31451,1 44751U 19074AQ  25210.24487873  .00001165  00000+0  97085-4 0  9990,2 44751  53.0549 149.7039 0001387  87.2747 272.8401 15.06400857314510,important
STARLINK-1047,celestrak_active,2025-07-29T17:08:40.660165,44752,U,2019,74,AR,2025,210.42597323,53.0736,104.2435,0.0001375,187.2497,172.8481,15.26130472,94.3562838446489,0,6.767e-05,0.0,0.0027161,999,31517,1 44752U 19074AR  25210.42597323  .00006767  00000+0  27161-3 0  9993,2 44752  53.0736 104.2435 0001375 187.2497 172.8481 15.26130472315170,important
STARLINK-1048,celestrak_active,2025-07-29T17:08:40.660171,44753,U,2019,74,AS,2025,210.0052942,53.0556,110.7845,0.0001577,67.7277,292.3879,15.0639805,95.592263943783,0,3.86e-06,0.0,0.00044785000000000007,999,31503,1 44753U 19074AS  25210.00529420  .00000386  00000+0  44785-4 0  9994,2 44753  53.0556 110.7845 0001577  67.7277 292.3879 15.06398050315030,important
STARLINK-1053,celestrak_active,2025-07-29T17:08:40.660176,44758,U,2019,74,AX,2025,210.39085447,53.0437,100.0312,0.0001563,113.0645,247.0528,15.51371806,92.82107580083223,0,0.00030337,0.0,0.0051265,999,31523,1 44758U 19074AX  25210.39085447  .00030337  00000+0  51265-3 0  9996,2 44758  53.0437 100.0312 0001563 113.0645 247.0528 15.51371806315233,important
STARLINK-1054,celestrak_active,2025-07-29T17:08:40.660182,44759,U,2019,74,AY,2025,210.58335648,53.0505,130.1949,0.00078,68.5987,352.0674,15.4922681,92.94959206134574,0,0.00127219,0.0,0.022626,999,595,1 44759U 19074AY  25210.58335648  .00127219  00000+0  22626-2 0  9993,2 44759  53.0505 130.1949 0007800  68.5987 352.0674 15.49226810  5958,important
STARLINK-1056,celestrak_active,2025-07-29T17:08:40.660187,44761,U,2019,74,BA,2025,210.47682326,53.0484,124.6468,0.0001057,110.6279,249.4846,15.60174034,92.29739558657468,0,0.00039038,0.0,0.0047502,999,31489,1 44761U 19074BA  25210.47682326  .00039038  00000+0  47502-3 0  9994,2 44761  53.0484 124.6468 0001057 110.6279 249.4846 15.60174034314891,important
STARLINK-1057,celestrak_active,2025-07-29T17:08:40.660193,44762,U,2019,74,BB,2025,210.58335648,53.0494,100.2777,0.0009216,87.3907,258.7465,15.70260014,91.7045576631489,0,0.00202727,0.0,0.015975,999,31539,1 44762U 19074BB  25210.58335648  .00202727  00000+0  15975-2 0  9994,2 44762  53.0494 100.2777 0009216  87.3907 258.7465 15.70260014315390,important
STARLINK-1060,celestrak_active,2025-07-29T17:08:40.660199,44765,U,2019,74,BE,2025,210.22091761,53.0547,129.8073,0.0001481,94.8179,265.2979,15.06402711,95.59196816926068,0,1.176e-05,0.0,0.0009785100000000001,999,31478,1 44765U 19074BE  25210.22091761  .00001176  00000+0  97851-4 0  9993,2 44765  53.0547 129.8073 0001481  94.8179 265.2979 15.06402711314784,important
STARLINK-1063,celestrak_active,2025-07-29T17:08:40.660205,44768,U,2019,74,BH,2025,210.56555453,53.0545,148.2608,0.0001438,91.8041,268.3113,15.06399551,95.59216869416075,0,-2.06e-06,0.0,5.036100000000001e-05,999,31457,1 44768U 19074BH  25210.56555453 -.00000206  00000+0  50361-5 0  9996,2 44768  53.0545 148.2608 0001438  91.8041 268.3113 15.06399551314579,important
STARLINK-1067,celestrak_active,2025-07-29T17:08:40.660210,44771,U,2019,74,BL,2025,210.55450229,53.0543,148.3125,0.0001324,90.2711,269.843,15.06384658,95.59311377426415,0,1.083e-05,0.0,0.0009159100000000001,999,31456,1 44771U 19074BL  25210.55450229  .00001083  00000+0  91591-4 0  9996,2 44771  53.0543 148.3125 0001324  90.2711 269.8430 15.06384658314566,important
STARLINK-1068,celestrak_active,2025-07-29T17:08:40.660215,44772,U,2019,74,BM,2025,210.47893385,53.0548,128.654,0.0001451,98.3143,261.801,15.06404578,95.59184969497616,0,-3.78e-06,0.0,-6.448400000000001e-05,999,31482,1 44772U 19074BM  25210.47893385 -.00000378  00000+0 -64484-5 0  9992,2 44772  53.0548 128.6540 0001451  98.3143 261.8010 15.06404578314822,important
STARLINK-1098,celestrak_active,2025-07-29T17:08:40.660448,44917,U,2020,1,D,2025,210.58335648,53.049,237.3403,0.0012575,338.7676,61.2823,15.8009885,91.13353889220285,0,0.00859533,0.0,0.040729,999,598,1 44917U 20001D   25210.58335648  .00859533  00000+0  40729-2 0  9996,2 44917  53.0490 237.3403 0012575 338.7676  61.2823 15.80098850  5988,important
STARLINK-1104,celestrak_active,2025-07-29T17:08:40.660454,44922,U,2020,1,J,2025,210.58335648,53.0517,238.4002,0.0011344,342.9294,150.4574,15.83429441,90.94184828915279,0,0.00170139,0.0,0.0075016,999,604,1 44922U 20001J   25210.58335648  .00170139  00000+0  75016-3 0  9998,2 44922  53.0517 238.4002 0011344 342.9294 150.4574 15.83429441  6046,important
STARLINK-1112,celestrak_active,2025-07-29T17:08:40.660460,44925,U,2020,1,M,2025,210.3936334,53.0528,253.0983,0.0008971,305.1889,54.8273,15.38825533,93.57785981057022,0,0.0008389,0.0,0.021365,999,30641,1 44925U 20001M   25210.39363340  .00083890  00000+0  21365-2 0  9994,2 44925  53.0528 253.0983 0008971 305.1889  54.8273 15.38825533306414,important
STARLINK-1114,celestrak_active,2025-07-29T17:08:40.660466,44927,U,2020,1,P,2025,210.45129696,53.0549,268.7768,9.77e-05,83.5322,276.5778,15.06397481,95.59230005111779,0,-1.168e-05,0.0,-0.0005951600000000001,999,30620,1 44927U 20001P   25210.45129696 -.00001168  00000+0 -59516-4 0  9998,2 44927  53.0549 268.7768 0000977  83.5322 276.5778 15.06397481306201,important
STARLINK-1123,celestrak_active,2025-07-29T17:08:40.660472,44930,U,2020,1,S,2025,210.53238542,53.0535,268.4113,0.0001167,89.4696,270.6427,15.06393357,95.59256175078845,0,9.48e-06,0.0,0.00082538,999,30621,1 44930U 20001S   25210.53238542  .00000948  00000+0  82538-4 0  9995,2 44930  53.0535 268.4113 0001167  89.4696 270.6427 15.06393357306217,important
STARLINK-1144,celestrak_active,2025-07-29T17:08:40.660477,44933,U,2020,1,V,2025,210.3466352,53.0492,232.7575,0.0003027,86.6178,273.5172,15.40871482,93.4536083522636,0,0.0008181,0.0,0.019509000000000002,999,30799,1 44933U 20001V   25210.34663520  .00081810  00000+0  19509-2 0  9998,2 44933  53.0492 232.7575 0003027  86.6178 273.5172 15.40871482307992,important
STARLINK-1071,celestrak_active,2025-07-29T17:08:40.660483,44934,U,2020,1,W,2025,210.58335648,53.045,214.4316,0.0012488,350.7789,238.6881,15.82352724,91.00372996229632,0,0.00204303,0.0,0.0094238,999,594,1 44934U 20001W   25210.58335648  .00204303  00000+0  94238-3 0  9999,2 44934  53.0450 214.4316 0012488 350.7789 238.6881 15.82352724  5949,important
STARLINK-1079,celestrak_active,2025-07-29T17:08:40.660489,44937,U,2020,1,Z,2025,210.27951507,53.0251,132.1124,0.0002302,342.7392,17.356,16.05467913,89.6934774180068,0,0.00545152,0.0015287,0.0075471,999,30810,1 44937U 20001Z   25210.27951507  .00545152  15287-3  75471-3 0  9991,2 44937  53.0251 132.1124 0002302 342.7392  17.3560 16.05467913308102,important
STARLINK-1091,celestrak_active,2025-07-29T17:08:40.660495,44940,U,2020,1,AC,2025,210.58335648,53.0468,225.6051,0.000943,340.4836,288.1743,15.58663418,92.38684781912293,0,0.00141474,0.0,0.017799000000000002,999,594,1 44940U 20001AC  25210.58335648  .00141474  00000+0  17799-2 0  9991,2 44940  53.0468 225.6051 0009430 340.4836 288.1743 15.58663418  5942,important
STARLINK-1094,celestrak_active,2025-07-29T17:08:40.660500,44941,U,2020,1,AD,2025,210.4125884,53.054,248.9482,9.95e-05,79.7507,280.3594,15.06400724,95.592094258712,0,-2.4e-06,0.0,2.7798e-05,999,30647,1 44941U 20001AD  25210.41258840 -.00000240  00000+0  27798-5 0  9991,2 44941  53.0540 248.9482 0000995  79.7507 280.3594 15.06400724306476,important
STARLINK-1096,celestrak_active,2025-07-29T17:08:40.660507,44942,U,2020,1,AE,2025,209.82919634,52.9973,58.1946,0.0002406,105.5346,254.5934,15.67657991,91.85677030749751,0,0.00050521,0.0,0.004559700000000001,999,30908,1 44942U 20001AE  25209.82919634  .00050521  00000+0  45597-3 0  9991,2 44942  52.9973  58.1946 0002406 105.5346 254.5934 15.67657991309087,important
STARLINK-1122,celestrak_active,2025-07-29T17:08:40.660512,44949,U,2020,1,AM,2025,210.3683561,53.0539,249.146,9.2e-05,78.5646,281.5446,15.06399009,95.59220308807306,0,7.48e-06,0.0,0.0006910999999999999,999,30646,1 44949U 20001AM  25210.36835610  .00000748  00000+0  69110-4 0  9994,2 44949  53.0539 249.1460 0000920  78.5646 281.5446 15.06399009306461,important
STARLINK-1066,celestrak_active,2025-07-29T17:08:40.660518,44954,U,2020,1,AS,2025,210.58335648,53.0493,198.0854,0.0013943,2.6215,130.5529,15.74948457,91.43156359179822,0,0.00179615,0.0,0.011594,999,601,1 44954U 20001AS  25210.58335648  .00179615  00000+0  11594-2 0  9991,2 44954  53.0493 198.0854 0013943   2.6215 130.5529 15.74948457  6019,important
STARLINK-1080,celestrak_active,2025-07-29T17:08:40.660523,44961,U,2020,1,AZ,2025,210.36651414,53.0534,229.1591,0.0001149,84.3457,275.7663,15.06401795,95.59202629601221,0,7.56e-06,0.0,0.00069649,999,30675,1 44961U 20001AZ  25210.36651414  .00000756  00000+0  69649-4 0  9992,2 44961  53.0534 229.1591 0001149  84.3457 275.7663 15.06401795306756,important
STARLINK-1090,celestrak_active,2025-07-29T17:08:40.660529,44968,U,2020,1,BG,2025,210.50289317,53.0534,228.5467,9.92e-05,78.169,281.941,15.06401057,95.59207312744205,0,3.42e-06,0.0,0.0004181,999,30677,1 44968U 20001BG  25210.50289317  .00000342  00000+0  41810-4 0  9995,2 44968  53.0534 228.5467 0000992  78.1690 281.9410 15.06401057306775,important
STARLINK-1093,celestrak_active,2025-07-29T17:08:40.660535,44970,U,2020,1,BJ,2025,210.46019777,53.0317,121.8848,0.0001724,212.8481,147.2444,16.05833195,89.67307466825656,0,0.00529858,0.0014535000000000001,0.0071733000000000005,999,30824,1 44970U 20001BJ  25210.46019777  .00529858  14535-3  71733-3 0  9990,2 44970  53.0317 121.8848 0001724 212.8481 147.2444 16.05833195308241,important
STARLINK-1107,celestrak_active,2025-07-29T17:08:40.660541,44972,U,2020,1,BL,2025,210.30535571,53.016,177.3058,2.06e-05,9.173,350.9281,15.48021778,93.02194713697368,0,0.00055011,0.0,0.010356,999,30747,1 44972U 20001BL  25210.30535571  .00055011  00000+0  10356-2 0  9996,2 44972  53.0160 177.3058 0000206   9.1730 350.9281 15.48021778307474,important
STARLINK-1115,celestrak_active,2025-07-29T17:08:40.660546,44973,U,2020,1,BM,2025,210.58335648,53.0278,139.7796,0.0006969,45.4118,255.0309,15.83521834,90.93654214811413,0,0.00165129,0.0,0.0072741,999,604,1 44973U 20001BM  25210.58335648  .00165129  00000+0  72741-3 0  9999,2 44973  53.0278 139.7796 0006969  45.4118 255.0309 15.83521834  6043,important
STARLINK-1132,celestrak_active,2025-07-29T17:08:40.660579,45044,U,2020,6,A,2025,210.26331634,53.0538,189.618,0.0001205,84.5925,275.5201,15.06395072,95.59245292061073,0,1.209e-05,0.0,0.0010003,999,30306,1 45044U 20006A   25210.26331634  .00001209  00000+0  10003-3 0  9991,2 45044  53.0538 189.6180 0001205  84.5925 275.5201 15.06395072303069,important
STARLINK-1131,celestrak_active,2025-07-29T17:08:40.660585,45047,U,2020,6,D,2025,210.37211202,53.0537,209.6691,0.0001295,84.9856,275.1281,15.06393194,95.59257209442757,0,9.97e-06,0.0,0.00085848,999,30279,1 45047U 20006D   25210.37211202  .00000997  00000+0  85848-4 0  9997,2 45047  53.0537 209.6691 0001295  84.9856 275.1281 15.06393194302793,important
STARLINK-1134,celestrak_active,2025-07-29T17:08:40.660590,45048,U,2020,6,E,2025,210.26326567,53.0536,199.1698,0.0003031,242.6127,117.456,15.19763976,94.75155502698928,0,0.00038035,0.0,0.017615000000000002,999,30293,1 45048U 20006E   25210.26326567  .00038035  00000+0  17615-2 0  9996,2 45048  53.0536 199.1698 0003031 242.6127 117.4560 15.19763976302934,important
STARLINK-1156,celestrak_active,2025-07-29T17:08:40.660596,45054,U,2020,6,L,2025,210.27621766,53.054,209.5617,0.000112,77.6975,282.4139,15.06394176,95.5925097787951,0,1.023e-05,0.0,0.0008756800000000001,999,30278,1 45054U 20006L   25210.27621766  .00001023  00000+0  87568-4 0  9996,2 45054  53.0540 209.5617 0001120  77.6975 282.4139 15.06394176302783,important
STARLINK-1159,celestrak_active,2025-07-29T17:08:40.660602,45057,U,2020,6,P,2025,210.29094932,53.0542,209.4943,0.0001016,72.0915,288.0185,15.06400192,95.59212801799748,0,1.202e-05,0.0,0.00099594,999,30279,1 45057U 20006P   25210.29094932  .00001202  00000+0  99594-4 0  9991,2 45057  53.0542 209.4943 0001016  72.0915 288.0185 15.06400192302796,important
STARLINK-1166,celestrak_active,2025-07-29T17:08:40.660608,45060,U,2020,6,S,2025,210.43470457,53.054,208.8515,0.000119,83.7847,276.3277,15.06399401,95.59217821276869,0,4.79e-06,0.0,0.0005103900000000001,999,30281,1 45060U 20006S   25210.43470457  .00000479  00000+0  51039-4 0  9998,2 45060  53.0540 208.8515 0001190  83.7847 276.3277 15.06399401302817,important
STARLINK-1169,celestrak_active,2025-07-29T17:08:40.660614,45061,U,2020,6,T,2025,210.37572904,53.0536,209.1166,0.0001135,72.7399,287.3714,15.0639838,95.59224300281045,0,9.83e-06,0.0,0.00084879,999,30280,1 45061U 20006T   25210.37572904  .00000983  00000+0  84879-4 0  9990,2 45061  53.0536 209.1166 0001135  72.7399 287.3714 15.06398380302800,important
STARLINK-1171,celestrak_active,2025-07-29T17:08:40.660619,45062,U,2020,6,U,2025,210.29463885,53.0536,209.4766,0.0001111,82.0485,278.063,15.0639707,95.59232613217974,0,5.33e-06,0.0,0.00054703,999,30279,1 45062U 20006U   25210.29463885  .00000533  00000+0  54703-4 0  9993,2 45062  53.0536 209.4766 0001111  82.0485 278.0630 15.06397070302791,important
STARLINK-1133,celestrak_active,2025-07-29T17:08:40.660625,45064,U,2020,6,W,2025,210.37388862,53.054,189.1196,0.0001226,79.4796,280.6331,15.06399283,95.5921857007416,0,1.098e-05,0.0,0.0009259800000000001,999,30308,1 45064U 20006W   25210.37388862  .00001098  00000+0  92598-4 0  9996,2 45064  53.0540 189.1196 0001226  79.4796 280.6331 15.06399283303089,important
STARLINK-1150,celestrak_active,2025-07-29T17:08:40.660630,45067,U,2020,6,Z,2025,210.58335648,53.0488,163.1442,0.0010092,37.0574,136.1025,15.71432082,91.63615892118462,0,0.00139223,0.0,0.010534,999,606,1 45067U 20006Z   25210.58335648  .00139223  00000+0  10534-2 0  9996,2 45067  53.0488 163.1442 0010092  37.0574 136.1025 15.71432082  6064,important
STARLINK-1167,celestrak_active,2025-07-29T17:08:40.660636,45071,U,2020,6,AD,2025,210.3333441,53.0537,189.3072,0.000133,86.8111,273.303,15.06398044,95.59226432452803,0,5.88e-06,0.0,0.0005835300000000001,999,30307,1 45071U 20006AD  25210.33334410  .00000588  00000+0  58353-4 0  9994,2 45071  53.0537 189.3072 0001330  86.8111 273.3030 15.06398044303075,important
STARLINK-1168,celestrak_active,2025-07-29T17:08:40.660641,45072,U,2020,6,AE,2025,210.2043432,53.0537,189.8847,0.0001129,76.9872,283.1243,15.06393599,95.59254639397868,0,9.74e-06,0.0,0.0008427300000000001,999,30305,1 45072U 20006AE  25210.20434320  .00000974  00000+0  84273-4 0  9991,2 45072  53.0537 189.8847 0001129  76.9872 283.1243 15.06393599303054,important
STARLINK-1172,celestrak_active,2025-07-29T17:08:40.660648,45074,U,2020,6,AG,2025,210.2153979,53.0539,189.8347,0.0001353,82.9643,277.15,15.0639676,95.59234580403638,0,1.064e-05,0.0,0.0009032900000000001,999,30305,1 45074U 20006AG  25210.21539790  .00001064  00000+0  90329-4 0  9991,2 45074  53.0539 189.8347 0001353  82.9643 277.1500 15.06396760303057,important
STARLINK-1153,celestrak_active,2025-07-29T17:08:40.660653,45080,U,2020,6,AN,2025,210.32596959,53.0535,189.3403,0.0001287,89.5037,270.61,15.06399184,95.59219198302486,0,3.97e-06,0.0,0.00045549,999,30307,1 45080U 20006AN  25210.32596959  .00000397  00000+0  45549-4 0  9992,2 45080  53.0535 189.3403 0001287  89.5037 270.6100 15.06399184303073,important
STARLINK-1151,celestrak_active,2025-07-29T17:08:40.660659,45081,U,2020,6,AP,2025,210.24488815,53.0538,189.7761,0.0001273,80.052,280.0612,15.06398409,95.5922411625436,0,8.52e-06,0.0,0.0007607800000000001,999,30306,1 45081U 20006AP  25210.24488815  .00000852  00000+0  76078-4 0  9992,2 45081  53.0538 189.7761 0001273  80.0520 280.0612 15.06398409303067,important
STARLINK-1190,celestrak_active,2025-07-29T17:08:40.660664,45083,U,2020,6,AR,2025,210.21049619,53.0528,186.0068,0.0001267,117.0707,243.0436,15.63948691,92.07463187806076,0,0.00073654,0.0,0.0076623,999,30311,1 45083U 20006AR  25210.21049619  .00073654  00000+0  76623-3 0  9991,2 45083  53.0528 186.0068 0001267 117.0707 243.0436 15.63948691303115,important
STARLINK-1173,celestrak_active,2025-07-29T17:08:40.660671,45084,U,2020,6,AS,2025,210.58335648,53.0533,149.6949,0.0004967,91.0617,18.7928,15.63641583,92.09271585354097,0,0.00135312,0.0,0.014087,999,594,1 45084U 20006AS  25210.58335648  .00135312  00000+0  14087-2 0  9997,2 45084  53.0533 149.6949 0004967  91.0617  18.7928 15.63641583  5949,important
