name,source,collection_date,satellite_number,classification,launch_year,launch_number,launch_piece,epoch_year,epoch_day,inclination_deg,right_ascension_deg,eccentricity,argument_of_perigee_deg,mean_anomaly_deg,mean_motion,orbital_period_minutes,approximate_altitude_km,mean_motion_derivative,mean_motion_second_derivative,drag_term,element_set_number,revolution_number,line1,line2,category
STARLINK-2424,celestrak_active,2025-07-29T17:08:40.665027,47834,U,2021,18,AZ,2025,210.20755823,53.0535,174.8721,0.000133,87.683,272.4311,15.06401,95.59207674450562,0,1.097e-05,0.0,0.00092518,999,24296,1 47834U 21018AZ  25210.20755823  .00001097  00000+0  92518-4 0  9995,2 47834  53.0535 174.8721 0001330  87.6830 272.4311 15.06401000242968,important
STARLINK-2426,celestrak_active,2025-07-29T17:08:40.665032,47836,U,2021,18,BB,2025,210.22599881,53.0542,174.8749,0.0001236,68.4672,291.6448,15.06396845,95.5923404101394,0,5.87e-06,0.0,0.00058331,999,24291,1 47836U 21018BB  25210.22599881  .00000587  00000+0  58331-4 0  9997,2 47836  53.0542 174.8749 0001236  68.4672 291.6448 15.06396845242913,important
STARLINK-2427,celestrak_active,2025-07-29T17:08:40.665038,47837,U,2021,18,BC,2025,210.23521018,53.0551,154.7463,0.0001415,91.282,268.8332,15.06398227,95.59225271180567,0,8.13e-06,0.0,0.00073468,999,24320,1 47837U 21018BC  25210.23521018  .00000813  00000+0  73468-4 0  9996,2 47837  53.0551 154.7463 0001415  91.2820 268.8332 15.06398227243209,important
STARLINK-2429,celestrak_active,2025-07-29T17:08:40.665044,47838,U,2021,18,BD,2025,210.18175388,53.054,174.9852,0.0001079,82.552,277.5592,15.06405016,95.59182190083732,0,1.843e-05,0.0,0.0014255000000000001,999,24290,1 47838U 21018BD  25210.18175388  .00001843  00000+0  14255-3 0  9998,2 47838  53.0540 174.9852 0001079  82.5520 277.5592 15.06405016242906,important
STARLINK-2431,celestrak_active,2025-07-29T17:08:40.665049,47839,U,2021,18,BE,2025,210.54206441,53.0546,143.3684,0.0001333,87.4097,272.7045,15.06397736,95.59228386944416,0,5.71e-06,0.0,0.00057253,999,24339,1 47839U 21018BE  25210.54206441  .00000571  00000+0  57253-4 0  9997,2 47839  53.0546 143.3684 0001333  87.4097 272.7045 15.06397736243395,important
STARLINK-2432,celestrak_active,2025-07-29T17:08:40.665055,47840,U,2021,18,BF,2025,210.55220105,53.0553,153.3238,0.0001437,93.4727,266.6426,15.06392969,95.59258637246069,0,3.11e-06,0.0,0.00039795,999,24324,1 47840U 21018BF  25210.55220105  .00000311  00000+0  39795-4 0  9996,2 47840  53.0553 153.3238 0001437  93.4727 266.6426 15.06392969243245,important
STARLINK-2433,celestrak_active,2025-07-29T17:08:40.665060,47841,U,2021,18,BG,2025,210.28311516,53.0543,154.5287,0.0001437,92.9519,267.1634,15.06400934,95.59208093268482,0,9.51e-06,0.0,0.0008271400000000001,999,24320,1 47841U 21018BG  25210.28311516  .00000951  00000+0  82714-4 0  9993,2 47841  53.0543 154.5287 0001437  92.9519 267.1634 15.06400934243200,important
STARLINK-2435,celestrak_active,2025-07-29T17:08:40.665066,47843,U,2021,18,BJ,2025,210.24211336,53.0539,179.714,0.0001268,83.9793,276.134,15.06400242,95.5921248451313,0,4.12e-06,0.0,0.00046538000000000005,999,24286,1 47843U 21018BJ  25210.24211336  .00000412  00000+0  46538-4 0  9996,2 47843  53.0539 179.7140 0001268  83.9793 276.1340 15.06400242242867,important
STARLINK-2446,celestrak_active,2025-07-29T17:08:40.665071,47844,U,2021,18,BK,2025,210.17438847,53.0537,175.017,0.000131,83.3045,276.8093,15.06383266,95.59320210876533,0,-1.374e-05,0.0,-0.00073385,999,24290,1 47844U 21018BK  25210.17438847 -.00001374  00000+0 -73385-4 0  9997,2 47844  53.0537 175.0170 0001310  83.3045 276.8093 15.06383266242903,important
STARLINK-2453,celestrak_active,2025-07-29T17:08:40.665078,47845,U,2021,18,BL,2025,210.19281326,53.0542,174.9367,0.0001442,78.3472,281.7679,15.06399799,95.5921529567331,0,1.396e-05,0.0,0.0011259999999999998,999,24291,1 47845U 21018BL  25210.19281326  .00001396  00000+0  11260-3 0  9993,2 47845  53.0542 174.9367 0001442  78.3472 281.7679 15.06399799242914,important
STARLINK-2280,celestrak_active,2025-07-29T17:08:40.665108,47861,U,2021,21,B,2025,210.21171285,53.0537,189.8519,0.0001394,92.3968,267.718,15.06408683,95.5915892048798,0,1.048e-05,0.0,0.00089195,999,24258,1 47861U 21021B   25210.21171285  .00001048  00000+0  89195-4 0  9997,2 47861  53.0537 189.8519 0001394  92.3968 267.7180 15.06408683242589,important
STARLINK-2291,celestrak_active,2025-07-29T17:08:40.665113,47862,U,2021,21,C,2025,210.3246045,53.0538,184.3437,0.000148,93.041,267.0749,15.06389132,95.5928298611756,0,3.378e-05,0.0,0.0024562,999,24266,1 47862U 21021C   25210.32460450  .00003378  00000+0  24562-3 0  9999,2 47862  53.0538 184.3437 0001480  93.0410 267.0749 15.06389132242666,important
STARLINK-2326,celestrak_active,2025-07-29T17:08:40.665118,47870,U,2021,21,L,2025,210.268835,53.054,209.5951,9.65e-05,68.287,291.8221,15.06403276,95.59193231600487,0,9.48e-06,0.0,0.0008250800000000001,999,24220,1 47870U 21021L   25210.26883500  .00000948  00000+0  82508-4 0  9991,2 47870  53.0540 209.5951 0000965  68.2870 291.8221 15.06403276242206,important
STARLINK-2329,celestrak_active,2025-07-29T17:08:40.665124,47873,U,2021,21,P,2025,210.29510132,53.0537,184.4741,0.0001238,74.9853,285.1272,15.06399504,95.5921716766577,0,1.563e-05,0.0,0.001238,999,24265,1 47873U 21021P   25210.29510132  .00001563  00000+0  12380-3 0  9999,2 47873  53.0537 184.4741 0001238  74.9853 285.1272 15.06399504242651,important
STARLINK-2330,celestrak_active,2025-07-29T17:08:40.665130,47874,U,2021,21,Q,2025,210.50382422,53.0543,138.5479,0.0001294,88.0774,272.0363,15.06395697,95.59241325952885,0,3.78e-06,0.0,0.00044302,999,24332,1 47874U 21021Q   25210.50382422  .00000378  00000+0  44302-4 0  9996,2 47874  53.0543 138.5479 0001294  88.0774 272.0363 15.06395697243327,important
STARLINK-2336,celestrak_active,2025-07-29T17:08:40.665137,47879,U,2021,21,V,2025,210.29832593,53.0532,209.4644,0.0001326,86.7446,273.3694,15.06398455,95.59223824349979,0,9.68e-06,0.0,0.0008388,999,24248,1 47879U 21021V   25210.29832593  .00000968  00000+0  83880-4 0  9995,2 47879  53.0532 209.4644 0001326  86.7446 273.3694 15.06398455242481,important
STARLINK-2340,celestrak_active,2025-07-29T17:08:40.665143,47882,U,2021,21,Y,2025,210.23771489,53.047,147.2505,0.0001569,22.6654,337.4422,15.47408974,93.05878563426245,0,0.00094252,0.0,0.017974,999,24335,1 47882U 21021Y   25210.23771489  .00094252  00000+0  17974-2 0  9997,2 47882  53.0470 147.2505 0001569  22.6654 337.4422 15.47408974243351,important
STARLINK-2342,celestrak_active,2025-07-29T17:08:40.665148,47883,U,2021,21,Z,2025,210.37664653,53.0535,199.1111,0.0001319,83.2081,276.9058,15.06391225,95.59269704322661,0,-3.056e-05,0.0,-0.0018642,999,24263,1 47883U 21021Z   25210.37664653 -.00003056  00000+0 -18642-3 0  9995,2 47883  53.0535 199.1111 0001319  83.2081 276.9058 15.06391225242630,important
STARLINK-2343,celestrak_active,2025-07-29T17:08:40.665154,47884,U,2021,21,AA,2025,210.35960346,53.053,204.1904,0.0001099,84.7969,275.3146,15.0640231,95.59199361557006,0,4.5e-06,0.0,0.0004911900000000001,999,24238,1 47884U 21021AA  25210.35960346  .00000450  00000+0  49119-4 0  9999,2 47884  53.0530 204.1904 0001099  84.7969 275.3146 15.06402310242380,important
STARLINK-2346,celestrak_active,2025-07-29T17:08:40.665159,47887,U,2021,21,AD,2025,210.37802939,53.0538,204.1041,0.0001366,91.7965,268.318,15.06392143,95.59263878874333,0,-2.798e-05,0.0,-0.0016906000000000002,999,24239,1 47887U 21021AD  25210.37802939 -.00002798  00000+0 -16906-3 0  9993,2 47887  53.0538 204.1041 0001366  91.7965 268.3180 15.06392143242397,important
STARLINK-2354,celestrak_active,2025-07-29T17:08:40.665165,47894,U,2021,21,AL,2025,210.24254605,53.0547,194.7117,0.0001326,68.7451,291.3679,15.06424039,95.59061477510052,0,3.335e-05,0.0,0.002425,999,24246,1 47894U 21021AL  25210.24254605  .00003335  00000+0  24250-3 0  9995,2 47894  53.0547 194.7117 0001326  68.7451 291.3679 15.06424039242460,important
STARLINK-2355,celestrak_active,2025-07-29T17:08:40.665170,47895,U,2021,21,AM,2025,210.25363268,53.0548,194.6612,0.0001403,75.5461,284.5684,15.0639724,95.59231534439083,0,-1.64e-06,0.0,7.8736e-05,999,24249,1 47895U 21021AM  25210.25363268 -.00000164  00000+0  78736-5 0  9991,2 47895  53.0548 194.6612 0001403  75.5461 284.5684 15.06397240242490,important
STARLINK-2356,celestrak_active,2025-07-29T17:08:40.665175,47896,U,2021,21,AN,2025,210.37941727,53.0535,209.1012,0.000125,85.1377,274.9755,15.06395825,95.59240513694334,0,6.62e-06,0.0,0.00063335,999,24227,1 47896U 21021AN  25210.37941727  .00000662  00000+0  63335-4 0  9997,2 47896  53.0535 209.1012 0001250  85.1377 274.9755 15.06395825242271,important
STARLINK-2358,celestrak_active,2025-07-29T17:08:40.665181,47898,U,2021,21,AQ,2025,210.37895898,53.054,194.0989,0.0001485,87.6248,272.4911,15.06398938,95.59220759355048,0,1.718e-05,0.0,0.0013418000000000002,999,24248,1 47898U 21021AQ  25210.37895898  .00001718  00000+0  13418-3 0  9995,2 47898  53.0540 194.0989 0001485  87.6248 272.4911 15.06398938242486,important
STARLINK-2361,celestrak_active,2025-07-29T17:08:40.665192,47901,U,2021,21,AT,2025,210.29880758,53.0542,184.5439,0.0001266,90.5812,269.5322,15.06403302,95.59193066612117,0,-1.748e-05,0.0,-0.0009848,999,24265,1 47901U 21021AT  25210.29880758 -.00001748  00000+0 -98480-4 0  9998,2 47901  53.0542 184.5439 0001266  90.5812 269.5322 15.06403302242658,important
STARLINK-2363,celestrak_active,2025-07-29T17:08:40.665197,47903,U,2021,21,AV,2025,210.23886525,53.0544,184.7209,0.0001478,96.8171,263.2986,15.06395421,95.59243077385854,0,2.19e-06,0.0,0.00033609,999,24299,1 47903U 21021AV  25210.23886525  .00000219  00000+0  33609-4 0  9994,2 47903  53.0544 184.7209 0001478  96.8171 263.2986 15.06395421242997,important
STARLINK-2364,celestrak_active,2025-07-29T17:08:40.665203,47904,U,2021,21,AW,2025,210.30247194,53.0535,184.4463,0.0001353,87.3247,272.7896,15.06399655,95.59216209459368,0,1.156e-05,0.0,0.0009646699999999999,999,24264,1 47904U 21021AW  25210.30247194  .00001156  00000+0  96467-4 0  9998,2 47904  53.0535 184.4463 0001353  87.3247 272.7896 15.06399655242648,important
STARLINK-2367,celestrak_active,2025-07-29T17:08:40.665209,47907,U,2021,21,AZ,2025,210.37434801,53.0543,204.1215,0.0001336,89.1431,270.9711,15.06399058,95.59219997865931,0,1.228e-05,0.0,0.0010130999999999999,999,24235,1 47907U 21021AZ  25210.37434801  .00001228  00000+0  10131-3 0  9994,2 47907  53.0543 204.1215 0001336  89.1431 270.9711 15.06399058242352,important
STARLINK-2368,celestrak_active,2025-07-29T17:08:40.665214,47908,U,2021,21,BA,2025,210.3817186,53.0539,204.0877,0.0001206,86.2606,273.8521,15.06399876,95.5921480705167,0,1.295e-05,0.0,0.0010581,999,24238,1 47908U 21021BA  25210.38171860  .00001295  00000+0  10581-3 0  9992,2 47908  53.0539 204.0877 0001206  86.2606 273.8521 15.06399876242381,important
STARLINK-2370,celestrak_active,2025-07-29T17:08:40.665220,47910,U,2021,21,BC,2025,210.24996708,53.0541,194.8408,0.0001024,81.0424,279.068,15.06397859,95.59227606416826,0,-2.987e-05,0.0,-0.0018176000000000002,999,24252,1 47910U 21021BC  25210.24996708 -.00002987  00000+0 -18176-3 0  9995,2 47910  53.0541 194.8408 0001024  81.0424 279.0680 15.06397859242521,important
STARLINK-2371,celestrak_active,2025-07-29T17:08:40.665225,47911,U,2021,21,BD,2025,210.38313066,53.0534,209.3248,0.0001236,83.0112,277.1018,15.06399478,95.59217332654971,0,2.46e-06,0.0,0.00035412000000000003,999,24216,1 47911U 21021BD  25210.38313066  .00000246  00000+0  35412-4 0  9998,2 47911  53.0534 209.3248 0001236  83.0112 277.1018 15.06399478242162,important
STARLINK-2378,celestrak_active,2025-07-29T17:08:40.665231,47916,U,2021,21,BJ,2025,210.22506185,53.054,184.7932,0.0001429,80.464,279.651,15.06408441,95.59160456138204,0,-3.517e-05,0.0,-0.002173,999,24263,1 47916U 21021BJ  25210.22506185 -.00003517  00000+0 -21730-3 0  9995,2 47916  53.0540 184.7932 0001429  80.4640 279.6510 15.06408441242638,important
STARLINK-2405,celestrak_active,2025-07-29T17:08:40.665237,47919,U,2021,21,BM,2025,210.28957654,53.0542,204.5019,0.0001145,95.1021,265.0098,15.06395182,95.59244594025793,0,-6.58e-06,0.0,-0.00025277,999,24236,1 47919U 21021BM  25210.28957654 -.00000658  00000+0 -25277-4 0  9999,2 47919  53.0542 204.5019 0001145  95.1021 265.0098 15.06395182242368,important
STARLINK-1647,celestrak_active,2025-07-29T17:08:40.665289,47978,U,2021,24,B,2025,210.45221828,53.0544,258.7747,0.0001222,92.3923,267.7206,15.06390537,95.59274070240657,0,-8.58e-06,0.0,-0.00038738000000000005,999,24091,1 47978U 21024B   25210.45221828 -.00000858  00000+0 -38738-4 0  9991,2 47978  53.0544 258.7747 0001222  92.3923 267.7206 15.06390537240918,important
STARLINK-2303,celestrak_active,2025-07-29T17:08:40.665298,47981,U,2021,24,E,2025,210.44116389,53.0544,258.8223,0.0001029,66.6227,293.4871,15.06402416,95.5919868891129,0,1.528e-05,0.0,0.0012146,999,24091,1 47981U 21024E   25210.44116389  .00001528  00000+0  12146-3 0  9996,2 47981  53.0544 258.8223 0001029  66.6227 293.4871 15.06402416240912,important
STARLINK-2273,celestrak_active,2025-07-29T17:08:40.665304,47993,U,2021,24,S,2025,210.40429693,53.0539,218.9845,0.0001249,85.9416,274.1716,15.06399874,95.5921481974314,0,2.61e-06,0.0,0.00036406000000000003,999,24146,1 47993U 21024S   25210.40429693  .00000261  00000+0  36406-4 0  9999,2 47993  53.0539 218.9845 0001249  85.9416 274.1716 15.06399874241462,important
STARLINK-2309,celestrak_active,2025-07-29T17:08:40.665310,47995,U,2021,24,U,2025,210.14304275,53.0373,155.8425,5.44e-05,204.6361,257.921,16.02473923,89.86105666569401,0,0.00851077,0.0036555,0.014137,999,24180,1 47995U 21024U   25210.14304275  .00851077  36555-3  14137-2 0  9992,2 47995  53.0373 155.8425 0000544 204.6361 257.9210 16.02473923241800,important
STARLINK-2266,celestrak_active,2025-07-29T17:08:40.665316,47997,U,2021,24,W,2025,210.45635943,53.0539,233.7553,0.0001154,80.4296,279.6823,15.06396374,95.59237029868208,0,-1.471e-05,0.0,-0.0007988400000000001,999,24126,1 47997U 21024W   25210.45635943 -.00001471  00000+0 -79884-4 0  9998,2 47997  53.0539 233.7553 0001154  80.4296 279.6823 15.06396374241267,important
STARLINK-2270,celestrak_active,2025-07-29T17:08:40.665321,48000,U,2021,24,Z,2025,210.14583995,53.0539,165.3488,0.0001179,74.1879,285.924,15.06402468,95.59198358934181,0,1.395e-05,0.0,0.0011249,999,24214,1 48000U 21024Z   25210.14583995  .00001395  00000+0  11249-3 0  9992,2 48000  53.0539 165.3488 0001179  74.1879 285.9240 15.06402468242147,important
STARLINK-2153,celestrak_active,2025-07-29T17:08:40.665327,48009,U,2021,24,AJ,2025,210.35084618,53.0538,239.2242,0.0001231,82.6017,277.5111,15.06401642,95.5920360049634,0,1.048e-05,0.0,0.0008926,999,24112,1 48009U 21024AJ  25210.35084618  .00001048  00000+0  89260-4 0  9996,2 48009  53.0538 239.2242 0001231  82.6017 277.5111 15.06401642241125,important
STARLINK-2226,celestrak_active,2025-07-29T17:08:40.665332,48010,U,2021,24,AK,2025,210.43009599,53.055,258.8713,9.55e-05,80.7016,279.4081,15.06402,95.59201328728984,0,-1.32e-06,0.0,0.00010005,999,24085,1 48010U 21024AK  25210.43009599 -.00000132  00000+0  10005-4 0  9997,2 48010  53.0550 258.8713 0000955  80.7016 279.4081 15.06402000240856,important
STARLINK-2282,celestrak_active,2025-07-29T17:08:40.665339,48018,U,2021,24,AT,2025,210.58335648,53.023,189.5186,0.0007645,31.1101,321.5196,15.61408546,92.22442157684975,0,0.00140257,0.0,0.015904,999,24137,1 48018U 21024AT  25210.58335648  .00140257  00000+0  15904-2 0  9991,2 48018  53.0230 189.5186 0007645  31.1101 321.5196 15.61408546241377,important
STARLINK-2285,celestrak_active,2025-07-29T17:08:40.665345,48019,U,2021,24,AU,2025,210.32734919,53.0537,234.3339,0.0001071,88.0609,272.0503,15.06401991,95.59201385840441,0,4.67e-06,0.0,0.0005026500000000001,999,24118,1 48019U 21024AU  25210.32734919  .00000467  00000+0  50265-4 0  9997,2 48019  53.0537 234.3339 0001071  88.0609 272.0503 15.06401991241185,important
STARLINK-2301,celestrak_active,2025-07-29T17:08:40.665351,48021,U,2021,24,AW,2025,210.50001157,53.0457,156.5668,0.0004029,101.3905,69.5395,15.92956686,90.39793816465391,0,0.00327012,0.00052048,0.009239800000000001,999,599,1 48021U 21024AW  25210.50001157  .00327012  52048-4  92398-3 0  9995,2 48021  53.0457 156.5668 0004029 101.3905  69.5395 15.92956686  5999,important
STARLINK-2298,celestrak_active,2025-07-29T17:08:40.665356,48022,U,2021,24,AX,2025,210.41031862,53.0544,254.2398,0.0001109,76.2647,283.8466,15.06404744,95.59183916112256,0,4.5e-06,0.0,0.00049094,999,24097,1 48022U 21024AX  25210.41031862  .00000450  00000+0  49094-4 0  9998,2 48022  53.0544 254.2398 0001109  76.2647 283.8466 15.06404744240979,important
STARLINK-2292,celestrak_active,2025-07-29T17:08:40.665362,48023,U,2021,24,AY,2025,210.39922334,53.0545,254.0087,0.0001071,85.5399,274.5712,15.0640071,95.59209514711395,0,3.6e-06,0.0,0.00043034000000000003,999,24097,1 48023U 21024AY  25210.39922334  .00000360  00000+0  43034-4 0  9997,2 48023  53.0545 254.0087 0001071  85.5399 274.5712 15.06400710240979,important
STARLINK-2299,celestrak_active,2025-07-29T17:08:40.665367,48029,U,2021,24,BE,2025,210.44345994,53.0543,253.8082,0.0001183,90.09,270.0224,15.06401251,95.59206081673653,0,-2.8e-07,0.0,0.00017021,999,24098,1 48029U 21024BE  25210.44345994 -.00000028  00000+0  17021-4 0  9999,2 48029  53.0543 253.8082 0001183  90.0900 270.0224 15.06401251240989,important
STARLINK-2404,celestrak_active,2025-07-29T17:08:40.665586,48093,U,2021,27,B,2025,209.96155002,53.0532,86.1746,0.0001447,86.6417,273.4738,15.06402895,95.59195649315318,0,3.566e-05,0.0,0.0025813000000000003,999,23883,1 48093U 21027B   25209.96155002  .00003566  00000+0  25813-3 0  9993,2 48093  53.0532  86.1746 0001447  86.6417 273.4738 15.06402895238832,important
STARLINK-2412,celestrak_active,2025-07-29T17:08:40.665591,48094,U,2021,27,C,2025,210.37711517,53.055,94.1094,0.0001252,91.4415,268.6717,15.06396113,95.592386861131,0,-1.4e-05,0.0,-0.00075093,999,23876,1 48094U 21027C   25210.37711517 -.00001400  00000+0 -75093-4 0  9993,2 48094  53.0550  94.1094 0001252  91.4415 268.6717 15.06396113238764,important
STARLINK-2414,celestrak_active,2025-07-29T17:08:40.665596,48095,U,2021,27,D,2025,210.38449511,53.0547,94.0745,0.0001323,92.8019,267.3121,15.06394146,95.59251168253013,0,1.904e-05,0.0,0.0014673000000000002,999,23877,1 48095U 21027D   25210.38449511  .00001904  00000+0  14673-3 0  9990,2 48095  53.0547  94.0745 0001323  92.8019 267.3121 15.06394146238777,important
STARLINK-2417,celestrak_active,2025-07-29T17:08:40.665602,48096,U,2021,27,E,2025,209.9606056,53.0551,95.9755,0.0001395,83.6223,276.4925,15.06408908,95.59157492714455,0,5.35e-06,0.0,0.0005479700000000001,999,23869,1 48096U 21027E   25209.96060560  .00000535  00000+0  54797-4 0  9997,2 48096  53.0551  95.9755 0001395  83.6223 276.4925 15.06408908238694,important
STARLINK-2418,celestrak_active,2025-07-29T17:08:40.665608,48097,U,2021,27,F,2025,210.33842252,53.0548,74.2797,0.0001246,91.4378,268.6754,15.06405342,95.59180121388603,0,3.96e-06,0.0,0.00045445000000000007,999,23903,1 48097U 21027F   25210.33842252  .00000396  00000+0  45445-4 0  9992,2 48097  53.0548  74.2797 0001246  91.4378 268.6754 15.06405342239031,important
STARLINK-2421,celestrak_active,2025-07-29T17:08:40.665614,48098,U,2021,27,G,2025,210.38172181,53.0531,84.0869,0.0001219,92.9734,267.1394,15.06399187,95.59219179265263,0,2.588e-05,0.0,0.0019255000000000001,999,23889,1 48098U 21027G   25210.38172181  .00002588  00000+0  19255-3 0  9999,2 48098  53.0531  84.0869 0001219  92.9734 267.1394 15.06399187238891,important
STARLINK-2428,celestrak_active,2025-07-29T17:08:40.665619,48099,U,2021,27,H,2025,209.97166405,53.0546,95.9269,0.0001433,85.6692,274.4461,15.06407681,95.59165278844593,0,-9.63e-06,0.0,-0.00045739,999,23869,1 48099U 21027H   25209.97166405 -.00000963  00000+0 -45739-4 0  9999,2 48099  53.0546  95.9269 0001433  85.6692 274.4461 15.06407681238696,important
STARLINK-2430,celestrak_active,2025-07-29T17:08:40.665625,48100,U,2021,27,J,2025,210.33103531,53.0528,74.3134,0.0001001,83.2235,276.8868,15.06402794,95.59196290232053,0,1.886e-05,0.0,0.0014548,999,23903,1 48100U 21027J   25210.33103531  .00001886  00000+0  14548-3 0  9991,2 48100  53.0528  74.3134 0001001  83.2235 276.8868 15.06402794239035,important
STARLINK-2436,celestrak_active,2025-07-29T17:08:40.665631,48101,U,2021,27,K,2025,209.93575256,53.0537,86.2923,0.0001282,91.4683,268.6452,15.06418118,95.59099049550863,0,0.00010954,0.0,0.0075275,999,23883,1 48101U 21027K   25209.93575256  .00010954  00000+0  75275-3 0  9993,2 48101  53.0537  86.2923 0001282  91.4683 268.6452 15.06418118238835,important
STARLINK-2437,celestrak_active,2025-07-29T17:08:40.665639,48102,U,2021,27,L,2025,210.58335648,53.0524,69.0773,0.0001,107.7944,341.5285,15.56091765,92.53952963371668,0,0.01451638,0.0,0.18244000000000002,999,23872,1 48102U 21027L   25210.58335648  .01451638  00000+0  18244-1 0  9996,2 48102  53.0524  69.0773 0001000 107.7944 341.5285 15.56091765238726,important
STARLINK-2439,celestrak_active,2025-07-29T17:08:40.665644,48104,U,2021,27,N,2025,210.37665779,53.0535,79.1135,0.0001212,91.7842,268.3286,15.06404351,95.59186409970745,0,3.897e-05,0.0,0.0028032,999,23897,1 48104U 21027N   25210.37665779  .00003897  00000+0  28032-3 0  9993,2 48104  53.0535  79.1135 0001212  91.7842 268.3286 15.06404351238976,important
STARLINK-2440,celestrak_active,2025-07-29T17:08:40.665650,48105,U,2021,27,P,2025,210.21769201,53.0548,24.8247,0.0001326,89.7148,270.3992,15.06404698,95.591842080142,0,2.778e-05,0.0,0.0020526,999,23971,1 48105U 21027P   25210.21769201  .00002778  00000+0  20526-3 0  9999,2 48105  53.0548  24.8247 0001326  89.7148 270.3992 15.06404698239718,important
STARLINK-2442,celestrak_active,2025-07-29T17:08:40.665655,48106,U,2021,27,Q,2025,210.33472629,53.0533,74.3084,0.0001246,91.9152,268.198,15.0639831,95.59224744483416,0,5.175e-05,0.0,0.0036606,999,23903,1 48106U 21027Q   25210.33472629  .00005175  00000+0  36606-3 0  9998,2 48106  53.0533  74.3084 0001246  91.9152 268.1980 15.06398310239033,important
STARLINK-2443,celestrak_active,2025-07-29T17:08:40.665661,48107,U,2021,27,R,2025,209.9513879,53.0535,76.0187,0.0001221,84.3143,275.7985,15.0640785,95.59164206426566,0,4.912e-05,0.0,0.0034835,999,23897,1 48107U 21027R   25209.95138790  .00004912  00000+0  34835-3 0  9993,2 48107  53.0535  76.0187 0001221  84.3143 275.7985 15.06407850238979,important
STARLINK-2448,celestrak_active,2025-07-29T17:08:40.665667,48111,U,2021,27,V,2025,210.3706677,53.0557,84.1064,0.0001241,84.4072,275.7059,15.06395362,95.59243451786465,0,5.14e-06,0.0,0.0005340900000000001,999,23890,1 48111U 21027V   25210.37066770  .00000514  00000+0  53409-4 0  9997,2 48111  53.0557  84.1064 0001241  84.4072 275.7059 15.06395362238905,important
STARLINK-2449,celestrak_active,2025-07-29T17:08:40.665672,48112,U,2021,27,W,2025,210.43012685,53.0541,99.0379,0.0001372,84.608,275.5065,15.06413704,95.59127059029994,0,0.00010367,0.0,0.0071357999999999994,999,23869,1 48112U 21027W   25210.43012685  .00010367  00000+0  71358-3 0  9990,2 48112  53.0541  99.0379 0001372  84.6080 275.5065 15.06413704238691,important
STARLINK-2450,celestrak_active,2025-07-29T17:08:40.665679,48113,U,2021,27,X,2025,210.10066813,53.0536,95.3524,0.0001452,94.6436,265.4719,15.06414018,95.59125066506118,0,7.72e-05,0.0,0.0053641,999,23870,1 48113U 21027X   25210.10066813  .00007720  00000+0  53641-3 0  9991,2 48113  53.0536  95.3524 0001452  94.6436 265.4719 15.06414018238707,important
STARLINK-2452,celestrak_active,2025-07-29T17:08:40.665685,48115,U,2021,27,Z,2025,210.0241934,53.0538,85.7,0.0001443,93.695,266.4204,15.06400654,95.59209870072189,0,5.407e-05,0.0,0.0038163,999,23884,1 48115U 21027Z   25210.02419340  .00005407  00000+0  38163-3 0  9993,2 48115  53.0538  85.7000 0001443  93.6950 266.4204 15.06400654238849,important
STARLINK-2454,celestrak_active,2025-07-29T17:08:40.665690,48116,U,2021,27,AA,2025,210.09698202,53.0533,95.3627,0.0001295,85.0239,275.0898,15.0640675,95.59171186666549,0,5.107e-05,0.0,0.0036143,999,23871,1 48116U 21027AA  25210.09698202  .00005107  00000+0  36143-3 0  9990,2 48116  53.0533  95.3627 0001295  85.0239 275.0898 15.06406750238711,important
STARLINK-2455,celestrak_active,2025-07-29T17:08:40.665695,48117,U,2021,27,AB,2025,210.33378339,53.0529,74.289,0.0001157,91.2641,268.8481,15.06399919,95.59214534185061,0,2.538e-05,0.0,0.0018920999999999999,999,23903,1 48117U 21027AB  25210.33378339  .00002538  00000+0  18921-3 0  9993,2 48117  53.0529  74.2890 0001157  91.2641 268.8481 15.06399919239030,important
STARLINK-2459,celestrak_active,2025-07-29T17:08:40.665701,48119,U,2021,27,AD,2025,210.34113738,53.0534,74.2605,0.0001249,94.016,266.0972,15.0640862,95.59159320264644,0,2.846e-05,0.0,0.0020985,999,23902,1 48119U 21027AD  25210.34113738  .00002846  00000+0  20985-3 0  9991,2 48119  53.0534  74.2605 0001249  94.0160 266.0972 15.06408620239025,important
STARLINK-2460,celestrak_active,2025-07-29T17:08:40.665707,48120,U,2021,27,AE,2025,210.41397637,53.053,93.9405,0.0001413,105.2169,254.8976,15.06396342,95.59237232932686,0,1.209e-05,0.0,0.0010008,999,23877,1 48120U 21027AE  25210.41397637  .00001209  00000+0  10008-3 0  9990,2 48120  53.0530  93.9405 0001413 105.2169 254.8976 15.06396342238773,important
STARLINK-2462,celestrak_active,2025-07-29T17:08:40.665713,48121,U,2021,27,AF,2025,210.38540638,53.0553,84.0747,0.0001193,96.7684,263.344,15.06390906,95.59271728635886,0,5.39e-06,0.0,0.0005510500000000001,999,23889,1 48121U 21027AF  25210.38540638  .00000539  00000+0  55105-4 0  9991,2 48121  53.0553  84.0747 0001193  96.7684 263.3440 15.06390906238894,important
